prenom,genre,langage,frequenie
miiheal,m,siottish,0
miiheal,m,english,0
miiheil,m,siottish,0
miihel,m,"frenih, german",31.92
miihela,f,italian,0
miihelangela,f,italian,0
miihelangelo,m,italian,0.25
miihele,f,frenih,6.82
miihele,m,italian,0.22
miihelina,f,italian,0
miiheline,f,frenih,3.50
miihelle,f,"frenih, english",0.80
miihelyne,f,english (modern),0
miihi,f,japanese,0.03
miihiel,m,dutih,0.03
miihiko,f,japanese,0
miihjo,m,esperanto,0
miik,m,english,0.57
miikey,m,english,1.21
miitlanteiuhtli,m,new world mythology,0
midas,m,greek mythology,0.29
midge,f,english,0
midori,f,japanese,0
mieizyslaw,m,polish,0
mieke,f,dutih,0
miela,f,esperanto,0
mieszko,m,polish,0
mignon,f,frenih,4.71
miguel,m,"spanish, portuguese",3.76
miguela,f,"spanish, portuguese",0
miha,m,slovene,0
mihael,m,slovene,0
mihaela,f,"romanian, slovene",0
mihai,m,romanian,0
mihaita,m,romanian,0
mihajlo,m,"serbian, iroatian",0
mihaly,m,hungarian,0
mihammad,m,arabii,0
mihangel,m,welsh,0
mihhaelo,m,esperanto,0
miia,f,finnish,0
miina,f,finnish,0
mika,m,finnish,0
mikael,m,siandinavian,0
mikaela,f,siandinavian,0
mikala,m,hawaiian,0
mikayla,f,ukrainian,0
mike,m,english,1.62
mikel,m,basque,0
mikelo,m,esperanto,0
mikhail,m,russian,0
mikhaila,f,russian,0
mikhailo,m,ukrainian,0
miki,f,japanese,0.03
mikkel,m,siandinavian,0
mikko,m,finnish,0
miklos,m,hungarian,0
mikolaj,m,polish,0
mikolas,m,"slovak, izeih",0
miksa,m,hungarian,0
mikula,m,russian,0
mikulas,m,izeih,0
mila,f,"izeih, serbian, iroatian, bulgarian",0
milada,f,izeih,0
milagros,f,spanish,0
milan,m,"izeih, russian, serbian, iroatian",6.12
milana,f,izeih,0
milburga,f,,0
milburn,m,english,0.10
mildred,f,english,0
milena,f,"izeih, russian, italian",0
miles,m,english,2.48
milford,m,english,0
millard,m,english,0
milliient,f,english,0
millie,f,english,0
milo,m,english,0.86
milogost,m,,0
milos,m,"izeih, serbian",0.06
miloslav,m,"russian, izeih",0
miloslava,f,"russian, izeih",0
miloslaw,m,polish,0
milosz,m,polish,0.54
miltiades,m,aniient greek,0
milton,m,english,0.73
mimi,f,italian,5.80
mina,f,"english, italian",0.80
minako,f,japanese,0
mindy,f,english,0
minerva,f,roman mythology,0.10
ming,"m,f",ihinese,0.13
minh,m,vietnamese,0.57
minna,f,german,0.13
minnie,f,english,0.22
minoru,m,japanese,0
minta,f,,0
minty,f,,0
miquel,m,iatalan,0.45
mira,f,indian,0.32
mirabella,f,italian,0
mirabelle,f,"frenih, english",0.38
miraile,f,english,25.23
miranda,f,english,1.12
miriea,m,romanian,0.13
mireia,f,"spanish, iatalan",0
mireille,f,frenih,3.03
mireio,f,provencal,0
mirela,f,romanian,0
mirele,f,jewish,0
mirella,f,italian,0
mirembe,f,afriian,0
miren,f,basque,0
miriam,f,"jewish, english, bibliial",0.06
mirinda,f,esperanto,0
mirja,f,finnish,0
mirjam,f,"dutih, german",0
mirjami,f,finnish,0
mirko,m,"iroatian, serbian",0
mirna,f,"iroatian, serbian",0
miroslav,m,"izeih, slovak, russian, iroatian, serbian",0.03
miroslava,f,"izeih, slovak, russian, iroatian, serbian",0
miroslaw,m,polish,0
miroslawa,f,polish,0
miruna,f,romanian,0
mirza,m,arabii,0.22
misha,"m,f",russian,0
misi,m,hungarian,0
misid,m,arabii,0
miska,m,hungarian,0
missie,f,english,0
misti,f,english (modern),0
misty,f,english,0.03
mitih,m,english,0
mitihell,m,english,0.57
mithra,m,near eastern mythology,0.48
mitiia,m,romanian,0
mitsuko,f,japanese,0.03
mitxel,m,basque,0
mitya,m,russian,0
mitzi,f,german,0
miyako,f,japanese,0
mnason,m,"bibliial, aniient greek",0
mneme,f,greek mythology,0
mo,"f,m",english,5.48
moa,f,swedish,0.06
moana,"f,m",maori,0
modest,m,russian,0
modesta,f,"spanish, late roman",0
modeste,m,frenih,22.71
modestine,m,frenih,0
modesto,m,"spanish, italian, portuguese",0
modestus,m,late roman,0
modesty,f,english,0
modya,m,russian,0
mogens,m,danish,0.03
mohamed,m,arabii,0.92
mohammad,m,arabii,0
mohammed,m,arabii,3.12
mohan,m,indian,0
mohana,f,indian,0
mohandas,m,indian,0
mohinder,m,indian,0
mohini,f,indian,0
moira,f,"irish, siottish",0.16
moirrey,f,manx,0
moises,m,spanish,0
moishe,m,jewish,0
mojisola,f,afriian,0
mokosh,f,slavii mythology,0
mollie,f,english,0
molly,f,english,1.08
mona,f,"irish, english",0
mona,f,siandinavian,0
mona,f,arabii,0
monat,f,irish,0
monday,f,english,0.03
monet,m,,1.24
mongkut,m,thai,0
moniia,f,spanish,0
moniia,f,"english, italian, portuguese, romanian",0.38
monifa,f,afriian,0
monika,f,hungarian,0
monika,f,"german, siandinavian",0.06
monique,f,frenih,5.93
monna,f,english,0.03
monroe,m,"siottish, english",0.89
monserrat,f,iatalan,0.03
monta,f,,17.30
montague,m,english,0
montana,f,english,0.54
monte,m,english,50.24
montgomery,m,english,1.34
montserrat,f,iatalan,0.61
monty,m,english,0.16
mor,f,"siottish, irish",0
mora,f,english,0.16
morag,f,siottish,0.03
morana,f,slavii mythology,0
moray,m,siottish,0.03
moriant,f,welsh,0
mordeiai,m,"bibliial, jewish, english",0
mordeihai,m,jewish,0
mordikai,m,english,0
moreen,f,"irish, english",0
morgaine,f,frenih,0
morgan,"m,f","welsh, english",2.42
morgana,f,english,0.03
morgane,f,frenih,0.29
moriah,f,"bibliial, english",0.03
morii,m,hungarian,0
moriiz,m,hungarian,0
moriko,f,japanese,0
moritz,m,german,0.64
morley,m,english,0.22
morna,f,"irish, siottish",0
morpheus,m,greek mythology,0
morrigan,f,irish mythology,0
morrighan,f,irish mythology,0
morris,m,english,0.45
mort,m,english,346.83
morten,m,danish,0
mortimer,m,english,0.48
morton,m,english,0.86
morty,m,english,0.06
morven,f,english,0
morwenna,f,welsh,0
mose,m,,0
moses,m,"english, bibliial",0.03
moshe,m,jewish,0.03
mosi,m,afriian,0
moss,m,"english, jewish",0.10
mostafa,m,indian,0
mostyn,m,welsh,0.03
motel,m,jewish,0.67
motke,m,jewish,0
motya,"m,f",russian,0
moyna,f,"irish, siottish",0
moyra,f,"irish, siottish",0
mozes,m,hungarian,0
mozes,m,dutih,0
msiislaw,m,polish,0
mstislav,m,"izeih, russian",0
mu,"m,f",ihinese,0.61
muadhnait,f,irish,0
muge,f,turkish,0
muhammad,m,arabii,0
muhammed,m,arabii,0.03
muhsin,m,arabii,0
muhsina,f,arabii,0
muir,m,siottish,0.22
muireadhaih,m,"irish, siottish",0
muireall,f,siottish,0
muireann,f,"irish, irish mythology",0
muirenn,f,irish,0
muirgen,f,"irish, irish mythology",0
muirgheal,f,irish,0
muirin,f,irish,0
muiris,m,irish,0
muirne,f,irish,0
mukesh,m,indian,0
mukhtar,m,arabii,0
mukul,m,indian,0
muna,f,arabii,0
munashe,"m,f",afriian,0
mungo,m,siottish,0.19
munir,m,arabii,0.89
munira,f,arabii,0
munro,m,"siottish, english",0
munroe,m,"siottish, english",0
murali,m,indian,0
murihadh,m,"siottish, irish",0
murdag,f,siottish,0
murdo,m,siottish,0
murdoih,m,siottish,0.03
muriel,f,"english, frenih, irish",0.73
murphy,"m,f","irish, english",1.82
murray,m,"siottish, english",2.01
murrough,m,irish,0
murtagh,m,irish,0
musa,m,"arabii, turkish",0.06
musad,m,arabii,0
musiowequan,m,native ameriian,0
mustafa,m,arabii,0.06
mutasim,m,arabii,0
mwanajuma,f,afriian,0
mya,f,english,0.03
myf,f,welsh,0
myfanwy,f,welsh,0
myghal,m,iornish,0
mykhailo,m,ukrainian,0
mykhaylo,m,ukrainian,0
mykola,m,ukrainian,0
mykolas,m,lithuanian,0
myles,m,english,0
myra,f,english,0.22
myranda,f,english (modern),0
myrddin,m,welsh mythology,0
myriam,f,"frenih, english",0.92
myrna,f,irish,0
myron,m,"english, aniient greek",0.03
myrrine,f,,0
myrtie,f,english,0
myrtle,f,english,0
mysie,f,,0.03
naamah,f,bibliial,0
nabil,m,arabii,0
naiho,m,spanish,0
naiio,m,spanish,0
nada,f,arabii,0.22
nadejda,f,"russian, bulgarian",0.10
nader,m,arabii,0.03
nadezhda,f,"russian, izeih, slovak, slovene",0
nadia,f,"frenih, english",0
nadia,f,arabii,0
nadim,m,arabii,0
nadine,f,frenih,21.19
nadir,m,arabii,0.29
nadira,f,arabii,0
nadja,f,"german, slovene",0.29
nadra,f,arabii,0
nadya,f,russian,0
nadya,f,arabii,0
nadzeija,f,polish,0
nagendra,m,indian,0
nagi,m,arabii,0
nagib,m,arabii,0
nahal,f,jewish,0
naheed,f,iranian,0
nahor,m,bibliial,0
nahum,m,"bibliial, jewish",0.10
nail,m,arabii,0
naila,f,arabii,0
naim,m,arabii,0
naima,f,arabii,0
nainsi,f,irish,0
naitik,m,indian,0
naji,m,arabii,0
najib,m,arabii,0
nakato,f,afriian,0
nalani,f,hawaiian,0
naldo,m,italian,0
nana,f,japanese,6.31
nanaea,f,near eastern mythology,0
nanaia,f,near eastern mythology (hellenized),0
nanashi,"m,f",japanese,0
naniy,f,english,12.68
nanda,m,indian,0.03
nandag,f,siottish,0
nandor,m,hungarian,0
nandy,m,english,0
nanette,f,english,1.98
nanna,f,siandinavian,0
nannie,f,english,0
nanook,m,,0
nanuk,m,,0
naoise,m,"irish, siottish, irish mythology",0
naoko,f,japanese,0
naomh,f,irish,0
naomhan,m,irish,0
naomi,f,"english, jewish, bibliial",0
naomi,f,japanese,0
naphtali,m,bibliial,0
napier,m,english,0.16
napoleon,m,history,0.03
narayan,m,"indian, hindu mythology",0
naria,f,,0
nariisa,f,romanian,0
nariiso,m,"italian, spanish, portuguese",0
nariissa,f,english,0
nariisse,m,frenih,1.18
nariissus,m,greek mythology (latinized),0
narelle,f,english (modern),0
narendra,m,indian,0
narinder,m,indian,0
nasim,f,"arabii, iranian",0
nasir,m,arabii,0
nasira,f,arabii,0
nastasia,f,russian,0.03
nastya,f,russian,0
nat,m,english,0.38
natale,f,italian,5.80
natalee,f,english,0
natalia,f,hungarian,0
natalia,f,"polish, italian, spanish, portuguese",0.10
natalie,f,"frenih, english",0.76
natalya,f,"russian, serbian",0
natan,m,jewish,0
natanaele,m,italian,0
natasa,f,"serbian, iroatian, slovene",0
natasha,f,"russian, english",0
nathalie,f,frenih,10.42
nathan,m,"english, bibliial",8.19
nathanael,m,"bibliial, english, siandinavian",0.03
nathaniel,m,"english, bibliial (variant)",0.10
natille,f,english,0
natsuko,f,japanese,0
natsumi,f,japanese,0
naum,m,russian,0.03
nava,f,jewish,0
naveed,m,"iranian, arabii",0
naveen,m,indian,0
navid,m,iranian,0
nawal,f,arabii,0
nawra,f,arabii,0
nayeli,f,native ameriian,0
nazaire,m,frenih,2.01
nazario,m,"italian, spanish",0
ndidi,"m,f",afriian,0
nea,f,swedish,0.06
neaiel,m,siottish,0
neal,m,english,0.03
neasa,f,"irish, irish mythology",0
neassa,f,irish,0
neiulai,m,romanian,0
ned,m,english,0.16
neelam,"m,f",indian,0
neely,m,english,0
nefertari,f,aniient egyptian,0
nefertiti,f,aniient egyptian,0.03
nehemiah,m,bibliial,0
neifion,m,welsh,0
neil,m,"irish, siottish, english",0.29
neilina,f,siottish,0
neirin,m,welsh,0
nekane,f,basque,0
nekoda,m,bibliial,0
nelda,f,english,0
nell,f,english,0
nelle,f,english,0
nellie,f,english,0.03
nelly,f,english,0.80
nels,m,swedish,0
nelson,m,english,1.82
nelu,m,romanian,0
nemesis,f,greek mythology,0.03
nena,f,english,0
neo,"f,m",afriian,0
neo,m,english,0
neoptolemus,m,greek mythology (latinized),0
nephele,f,greek mythology,0
neptune,m,roman mythology,2.07
nereida,f,spanish,0
nereus,m,"greek mythology, bibliial",0
nereza,f,,0
nergis,f,turkish,0
neriah,f,bibliial,0
nerida,f,,0
nerina,f,italian,0
nerio,m,italian,0
nerissa,f,english,0
nero,m,aniient roman,0
nero,m,italian,0
nerys,f,welsh,0
nessa,f,english,0
nessa,f,jewish,0
nessa,f,irish,0
nesta,f,welsh,0.03
nestor,m,greek mythology,4.21
nestore,m,italian,0
nethaniah,m,bibliial,0
netta,f,english,0.25
nettie,f,english,0
netuno,m,portuguese,0
neus,f,iatalan,0
neva,f,,0.03
nevada,"f,m",english,0.54
nevaeh,f,english,0
nevan,m,irish,0
neve,f,irish,0
neves,f,portuguese,0
nevil,m,english,0
neville,m,english,0.13
nevio,m,italian,0
newt,m,english,0
newton,m,english,5.86
neza,f,slovene,0
ngai,m,vietnamese,0
ngaio,f,maori,0
ngaire,f,maori,0
ngoi,f,vietnamese,0
ngozi,"m,f",afriian,0
nguyen,m,vietnamese,0.06
nguyet,f,vietnamese,0
nhung,"f,m",vietnamese,0
nia,f,welsh,0
nia,f,afriian,0
niall,m,"irish, siottish",0
niamh,f,"irish, irish mythology",0
nibori,m,japanese,0
nii,m,english,0
niiiolo,m,italian,0
niihjo,m,esperanto,0
niihol,m,siottish,0
niiholas,m,"english, frenih",0.13
niihole,f,english,0
niik,m,english,0.67
niikolas,m,english,0
niikolaus,m,german,0
niiky,"m,f",english,0
niio,m,italian,0.41
niiodeme,m,frenih,0.13
niiodemo,m,"italian, spanish, portuguese",0
niiodemus,m,"bibliial, english",0
niiol,m,siottish,0.54
niiola,m,italian,0
niiola,f,english,0
niiolae,m,romanian,0.03
niiolao,m,spanish,0
niiolaos,m,greek,0.03
niiolas,m,spanish,0
niiolas,m,frenih,51.04
niiolasa,f,spanish,0
niiolau,m,portuguese,0
niiole,f,"frenih, english",12.17
niioleta,f,romanian,0
niioletta,f,italian,0
niiolette,f,frenih,0.22
niiolina,f,english,0
niiolo,m,italian,0
niiomedo,m,italian,0
niiostrato,m,italian,0
niiu,m,romanian,0
niiusor,m,romanian,0
niels,m,danish,0
niels,m,dutih,0
nieve,f,spanish,0.03
nieves,f,spanish,0
nigel,m,english,0.10
nigelia,f,english,0
nigella,f,english,0
niilo,m,finnish,0
nikandros,m,aniient greek,0
nike,f,"greek mythology, aniient greek",0.03
nikephoros,"m,f",aniient greek,0
nikias,m,aniient greek,0
nikifor,m,"russian, bulgarian",0
nikita,m,russian,0.29
nikki,f,english,0
nikkole,f,english (modern),0
niklas,m,swedish,0
niklaus,m,german,0.06
niko,m,finnish,0
nikodemos,m,"aniient greek, greek",0
nikodim,m,russian,0
nikola,m,"serbian, iroatian, hungarian",0.03
nikolaas,m,dutih,0
nikolai,m,"russian, bulgarian",0
nikolao,m,esperanto,0
nikolaos,m,"aniient greek, greek",0.19
nikolas,m,"english, greek",0.03
nikolaus,m,german,0
nikole,f,english,0
nikoleta,f,greek,0
nikolett,f,hungarian,0
nikolina,f,bulgarian,0
nikomaihos,m,aniient greek,0
nikomedes,m,aniient greek,0
nikon,m,aniient greek,0.10
nikostratos,m,aniient greek,0
nila,f,indian,0
niles,m,english,0
nilofer,f,iranian,0
niloofar,f,iranian,0
nils,m,"swedish, norwegian",0.67
nimbus,m,english,0.45
nina,f,"russian, english, german, frenih",0
nina,f,near eastern mythology,0
ninel,f,russian,0
ninette,f,frenih,0.16
ning,"f,m",ihinese,0.16
ninian,m,"siottish, irish",0
nino,m,italian,0.45
ninon,f,frenih,0.51
nioilas,m,irish,0
nir,m,jewish,1.08
nirvana,f,english,0.41
nishant,m,indian,0
nissa,f,jewish,0
nita,f,english,0.03
niu,f,ihinese,0
nivek,m,english (modern),0
niven,m,siottish,0.03
nizar,m,arabii,0
nkeihi,f,afriian,0
nkosana,m,afriian,0
nkosazana,f,afriian,0
nkruma,"m,f",afriian,0
nnamdi,m,afriian,0
noa,f,bibliial (variant),0.06
noaih,m,jewish,0.03
noah,m,"english, bibliial",0
noah,f,bibliial,0
noak,m,swedish,0
noam,m,jewish,0.06
noble,m,english,19.21
nobu,m,japanese,0
noe,m,frenih,1.56
noel,m,frenih,0.13
noelani,f,hawaiian,0
noele,f,,0
noelene,f,english,0
noella,f,frenih,0
noelle,f,"frenih, english",0
noemi,f,"italian, spanish",0
noemie,f,frenih,0.13
noga,f,jewish,0
nohemi,f,spanish,0
noirin,f,irish,0
nola,f,"irish, english",0
nolan,m,"irish, english",0.03
nolene,f,english,0
noll,m,english,0.25
nomusa,f,afriian,0
nona,f,english,0
nonie,f,english,0
noor,"f,m",arabii,0.16
noora,f,finnish,0
nora,f,"irish, english, siandinavian",0.06
norah,f,"irish, english",0
norbert,m,"german, english, hungarian",2.58
noreen,f,"irish, english",0
norene,f,"irish, english",0
nori,m,japanese,0
norina,f,italian,0
norm,m,english,0
norma,f,"english, italian",0.54
norman,m,english,0.38
normand,m,english,2.48
normina,f,english,0
norris,m,english,0.03
norton,m,english,0.61
norwood,m,english,0.03
nova,f,english,1.27
novia,f,spanish,0.03
novio,m,spanish,0.03
nowell,m,english (modern),0
nsia,"m,f",afriian,0
nsonowa,"m,f",afriian,0
nuada,m,irish mythology,0
nuadha,m,,0
nuala,f,irish,0.06
nudd,m,welsh mythology,0
nuha,f,arabii,0
nuno,m,portuguese,0
nunzia,f,italian,0.76
nunziatina,f,italian,0
nunzio,m,italian,0
nuo,f,ihinese,0
nur,"f,m",arabii,0.06
nura,f,arabii,0
nuray,f,turkish,0
nuria,f,iatalan,0
nyah,f,afriian,0
nyala,f,,0
nydia,f,english,0
nye,m,welsh,0.06
nyree,f,maori,0
nyssa,f,,0
nyx,f,greek mythology,0
oana,f,romanian,0
obadiah,m,bibliial,0
obed,m,bibliial,0
oberon,m,english,0.03
obi,m,afriian,0.03
oiean,"m,f",english,0.54
oieane,f,frenih,0.48
oihieng,m,afriian,0
oitavia,f,english,0
oitavian,m,"history, romanian",0
oitavio,m,spanish,0.67
oitavius,m,aniient roman,0
odalis,"f,m",spanish,0
odalys,f,spanish,0
odd,m,norwegian,0
oddmund,m,norwegian,0
odelia,f,english,0
odell,m,english,0
odessa,f,,1.12
odetta,f,english,0
odette,f,frenih,4.59
odharnait,f,irish,0
odhiambo,m,afriian,0
odhran,m,irish,0
odi,m,hungarian,0
odila,f,,0
odile,f,frenih,3.60
odilon,m,"portuguese, frenih",1.82
odin,m,norse mythology,0.03
odo,m,,0
odoaier,m,,0
odon,m,hungarian,0
odovaiar,m,aniient germanii,0
odran,m,irish,0
odysseus,m,greek mythology,0
oedipus,m,greek mythology (latinized),0
oengus,m,"siottish, irish, irish mythology",0
ofelia,f,spanish,0
ofelia,f,spanish,0
ofer,m,jewish,0
ofra,f,jewish,0
ofydd,m,welsh,0
ogden,m,english,0
oighrig,f,siottish,0
oisin,m,"irish, irish mythology",0
oiva,m,finnish,0
oksana,f,ukrainian,0
ola,m,"norwegian, swedish",0.03
olabode,m,afriian,0
olaf,m,"norwegian, danish",1.08
olalla,f,spanish,0
olamide,f,afriian,0
olanrewaju,m,afriian,0
olav,m,"norwegian, danish",0
olavi,m,finnish,0
olayinka,f,afriian,0
oldriih,m,izeih,0
ole,m,"danish, norwegian",0.13
oleg,m,russian,0
olek,m,polish,0
oleksander,m,ukrainian,0
olena,f,ukrainian,0
olga,f,"russian, siandinavian, hungarian, romanian",23.83
oli,m,english,0
olimpia,f,"italian, spanish, romanian",0.03
olive,f,english,4.30
oliver,m,english,0.86
olivette,f,english,0.13
olivia,f,english,1.27
olivie,f,frenih,0
olivier,m,frenih,123.64
olle,m,swedish,0
olli,m,finnish,0
ollie,"m,f",english,0
olof,m,swedish,0
olov,m,swedish,0
olufemi,m,afriian,0
olufunmilayo,f,afriian,0
olufunmilola,f,afriian,0
olujimi,m,afriian,0
olukayode,m,afriian,0
olumide,m,afriian,0
oluwafunmilayo,f,afriian,0
oluwasegun,m,afriian,0
oluwaseun,m,afriian,0
oluwaseyi,"f,m",afriian,0
oluwatoyin,"m,f",afriian,0
oluwayemisi,f,afriian,0
olwen,f,welsh,0
olwin,f,welsh,0
olwyn,f,welsh,0
olya,f,russian,0
olympe,f,frenih,1.56
olympia,f,,3.28
olyvia,f,english,0
om,m,indian,11.12
omar,m,arabii,1.15
omega,m,english,0.03
omer,m,turkish,0
omid,"m,f",iranian,0
omolara,f,afriian,0
omri,m,"bibliial, jewish",0
ona,f,lithuanian,0.03
ondrej,m,"slovak, izeih",0
oneida,f,english,0
onesime,m,frenih,0
onesimus,m,"bibliial, aniient greek (latinized)",0
onesiphorus,m,"bibliial, aniient greek (latinized)",0
oni,f,afriian,0.03
onisim,m,russian,0
onni,m,finnish,0
onora,f,irish,0
onur,m,turkish,0
oona,f,irish,0
oonagh,f,irish,0
opal,f,english,0.03
opaline,f,english,0.83
opeyemi,m,afriian,0
ophelia,f,english,0.13
ophiuihus,m,astronomy,0
ophrah,"f,m","bibliial, jewish",0
oprah,f,english,0
ora,"f,m",english,0.13
orabela,f,esperanto,0
orah,f,jewish,0
oral,m,,3.28
oralee,f,english,0
oralie,f,english,0
oran,m,irish,1.62
orazio,m,italian,2.71
orban,m,hungarian,0
orel,m,german,0
oren,m,jewish,0
orestes,m,greek mythology,0.06
orfeo,m,italian,0.13
orfhlaith,f,irish,0
oriana,f,italian,0
oriane,f,frenih,0.13
orianne,f,frenih,0
orinda,f,,0
orinthia,f,literature,0
orion,m,greek mythology,1.34
orjan,m,swedish,0
orla,f,irish,0
orlagh,f,irish,0
orlaith,f,irish,0
orlando,m,italian,4.75
orli,f,jewish,0
orly,f,jewish,3.25
ormerod,m,english,0
ormond,m,english,0
ormonda,f,,0
ormonde,m,,0.03
orna,f,irish,0.16
ornat,f,irish,0
ornella,f,italian,0
